10161	n08061801
6070	n04602762
8619	n03104594
3661	n03378005
2696	n05567217
1482	n07880583
11170	n03037709
11080	n04435759
3711	n09636106
8935	n15088440
7986	n07734744
11668	n03839534
6309	n14975266
6405	n07881625
400	n04526241
2977	n09874862
10546	n08069241
4564	n05655119
5741	n09815790
6919	n00457382
7705	n07801091
9299	n04471315
4849	n07883661
2746	n11443532
1320	n03935234
6642	n04181718
10881	n07734292
8282	n10421753
10178	n03412220
4134	n04289027
7239	n02697576
576	n03620889
8986	n04073547
5202	n15183802
9003	n13658657
11376	n11255460
6521	n03775071
5109	n07973373
2503	n05058140
7331	n13873917
7023	n02962938
5086	n01098698
10187	n08003035
5573	n03346898
9611	n03094159
3525	n04412097
6607	n15055633
608	n09366762
116	n03256788
9733	n03453443
8745	n03764736
7710	n08664443
37	n03793090
4330	n12421683
3327	n08199025
10962	n07619004
7469	n13694367
11160	n10160770
4131	n10759047
2020	n10386984
6046	n04185071
9570	n07963208
5003	n11699442
1935	n14685296
1868	n03422072
197	n03364340
3349	n10752093
10768	n03209910
10890	n14863883
7199	n04231272
705	n05563770
10740	n03905208
10203	n10416270
9365	n05119714
11148	n03135788
157	n08517554
10118	n09385137
1687	n04336792
11612	n00639556
3926	n02128925
9876	n07959943
2386	n02128385
6786	n04130257
11004	n09920901
6906	n10557854
7409	n10224578
4803	n13491876
4238	n03982430
9653	n08969291
7092	n03789171
1938	n07620822
5745	n00270800
7704	n09981834
1002	n09841955
10493	n10657444
5423	n12936469
3502	n03407369
3290	n03957991
6179	n02188699
7976	n00566135
5998	n10426363
3348	n10721321
10229	n04186268
4406	n04487081
1699	n14915184
6278	n07654886
2468	n03735637
4724	n12205694
3425	n09352721
1929	n07685546
11256	n00656524
8600	n04452615
7898	n07524242
9333	n02875013
11347	n03444601
10510	n14437134
7082	n13252513
7062	n03308152
5872	n07462693
488	n04456115
11739	n00479887
11469	n01384491
7367	n08613345
2044	n04206356
2802	n04488857
9604	n06627450
9269	n00892254
8840	n09879297
10153	n10631309
7751	n05071869
829	n10112591
331	n03040229
8478	n02127586
4518	n04651974
857	n06595351
2394	n04615728
4804	n09305898
11052	n10132305
4792	n02843684
2102	n04417809
6498	n14938389
4032	n03025357
9405	n03288500
7544	n04549122
11639	n06575227
9045	n03868643
11194	n07519773
4611	n00485632
4331	n13165086
11105	n03861430
7678	n10007995
9658	n02997910
11779	n14758420
8992	n13942875
4400	n08028148
7718	n02221083
7252	n02735538
7822	n09869009
10231	n06822034
4100	n08412749
11517	n01544389
11057	n10084181
601	n03327234
9477	n01100658
3962	n02435853
7583	n08566028
4822	n14781225
4319	n07747055
5453	n02666943
1854	n07819896
960	n13899404
6606	n03721047
5029	n07970721
8529	n03796401
9945	n10427103
11166	n00897026
371	n02911332
5386	n13166191
11552	n10625285
10961	n12301180
8617	n04047733
1598	n03015254
9773	n10618848
1795	n04578934
9903	n09767197
9291	n07534847
5332	n04057047
9088	n06600684
659	n03365991
3057	n03114504
5919	n06263369
8686	n13128365
4580	n09207288
7533	n03073977
9589	n13627327
5700	n02894337
9114	n09221571
1668	n04372370
5554	n08649067
7527	n09992538
6791	n07874343
2013	n10193026
5521	n14765856
6388	n07838233
6745	n07432559
4019	n07633640
2554	n06277135
483	n08357784
3493	n02888817
8789	n09732903
10392	n08477912
379	n04446521
8343	n00090253
8395	n04012482
74	n04045397
2359	n13163250
6275	n13797747
2825	n03176386
1513	n07855510
10725	n07602996
9738	n02136452
9014	n03224490
5500	n07780038
8450	n01032040
7210	n04072551
2261	n09055015
10893	n13621850
11479	n01038375
3090	n14336317
2111	n04323026
11015	n06650701
7463	n08480135
11680	n08542304
3802	n04045644
7101	n10490965
722	n03797896
5285	n10632576
3156	n04053218
7226	n04453390
4436	n06712833
9757	n07003352
6215	n07308563
6822	n06283764
9598	n07591961
3575	n04767023
480	n03040587
10842	n14289387
6169	n08161971
2128	n08161757
8560	n06262567
4333	n12426248
865	n05084201
5974	n05741765
2038	n02879517
4034	n07717410
8959	n13353446
686	n02839910
4299	n02109961
11111	n04074482
3427	n04181561
8420	n01129920
7014	n04101232
10499	n13743269
3251	n08387035
8465	n06796119
8310	n03423719
2513	n06405699
2770	n04445952
10494	n01115162
7975	n05038593
9777	n07351909
9746	n04173046
7139	n03156279
7992	n07786164
11300	n00665358
7032	n10185591
1633	n04955160
2115	n04044119
306	n09332890
7903	n14327266
10606	n03299519
8214	n10775128
7163	n09849598
2516	n04000311
10914	n10132775
8290	n07917272
6060	n04154854
7109	n10187990
2256	n03009111
6497	n04966240
9385	n04264765
10096	n05262802
6574	n02965024
4771	n00149895
6634	n10188715
2277	n03141065
2709	n03641302
2048	n06818121
6836	n03294833
1236	n10130686
8798	n00896348
8947	n04116919
5762	n03341035
5844	n00448872
3599	n01896031
6561	n03132076
7068	n08683286
11401	n06722453
904	n09936892
6096	n03063968
2511	n05721728
2718	n00233614
5222	n07247071
5928	n15280695
2037	n10679054
5017	n01629276
3476	n04228215
9395	n04505470
1735	n03416640
6975	n04178897
8584	n05128370
7085	n03766044
10549	n02991847
8035	n05307773
11187	n08491531
9943	n10076604
8132	n04105609
10963	n07607361
4443	n00854000
8193	n05900583
10400	n03637480
10871	n02972714
4218	n03345487
8046	n09867956
10702	n05408388
501	n05320899
9292	n09410928
1596	n02788021
3749	n02739550
7978	n07498210
9782	n02972182
232	n03861596
5398	n09178310
3986	n09983572
5252	n07527352
4892	n03238879
5935	n03345837
792	n10768585
4335	n11939491
9834	n03730494
11412	n13741022
623	n00015388
6451	n13102409
2578	n03502509
8856	n10734394
1693	n03996416
11425	n03125870
11530	n14040660
9839	n14491171
8371	n07245125
8710	n03282295
9548	n03860404
616	n03154073
2237	n08674739
4473	n07120524
8424	n06892016
2223	n03684823
11675	n04099649
8507	n03939281
8344	n07026352
6307	n11959632
560	n03610524
1455	n12212361
11385	n04381302
10536	n14777768
11618	n05840188
5149	n03461288
4150	n10666846
8898	n13999206
1962	n07466322
3588	n03886762
9426	n10735173
1197	n06839190
9736	n02120079
6094	n03109881
11541	n06259736
3875	n13907272
3318	n04525417
8968	n08906952
6675	n09125016
4198	n09435739
5173	n09044862
4634	n15097849
5622	n10372076
5710	n10101202
3077	n05534333
4267	n05190804
816	n05988743
1730	n03739693
7539	n09422190
5072	n08424951
10586	n05605498
2621	n04143897
636	n04447028
6323	n07582892
4576	n08585056
8328	n03667235
4317	n04487996
7102	n00887544
10428	n07854348
6328	n07787715
4730	n02796412
1427	n01322343
7991	n04309548
11586	n08665281
7866	n04335886
2313	n09439032
3473	n14813182
1922	n02945161
9624	n11479058
6095	n10319796
564	n03147509
7732	n05308655
3914	n14805899
9680	n10438470
5534	n08624385
8187	n09877124
10063	n12997919
1310	n04134008
1363	n07775197
3032	n08496477
1242	n09913455
3859	n04424218
11373	n01820190
11381	n00342565
4597	n08168367
3115	n08571139
10638	n13774010
9615	n04399700
5906	n03173387
8597	n03909020
2072	n08612786
493	n14841267
1604	n02807616
795	n09479424
9898	n08247251
8702	n00948868
4038	n15147097
11448	n12950314
9382	n02873244
5561	n02712643
2563	n14445379
3641	n08060193
444	n07775375
10620	n13595968
533	n08559508
4450	n00293916
9310	n14159887
458	n03417345
35	n02958343
4909	n14999614
4856	n03063338
6907	n05636887
3570	n04370456
6871	n05844663
1364	n07739125
164	n09436708
9693	n03045337
8863	n10598641
343	n03544360
1960	n09977326
10703	n09793495
1325	n07849336
1143	n03063599
1109	n03518445
11079	n03210245
6473	n03490884
10900	n02423218
2449	n04125853
7701	n02133161
10424	n10378026
714	n03574816
8572	n03704376
2887	n03082807
10479	n07085375
66	n09638875
7862	n03336575
8585	n05238036
3194	n10564098
5772	n07945657
1775	n08588152
8154	n13920169
9307	n03557590
6364	n10933658
7390	n03668279
6921	n06149344
996	n02816656
883	n01320872
1114	n07890352
1912	n02700767
7259	n09248914
572	n03540595
738	n03726116
5727	n00558883
8929	n14948812
10880	n09625401
11685	n10404998
8953	n02817650
7625	n03447447
1232	n08690792
873	n08192817
3331	n10092098
5297	n13765207
10317	n11706761
4751	n03000684
9642	n09911570
8911	n06692572
3505	n04548771
7988	n13874558
10157	n07997703
7602	n11951052
9958	n07996689
9792	n10733117
7648	n03662887
323	n08494231
11074	n04608329
7146	n14639921
1309	n08511570
11157	n04311174
3730	n02839110
4733	n03954199
5126	n09994943
1842	n07764155
10182	n02897692
5196	n00187337
6131	n02343772
8127	n11034874
3201	n03336839
8785	n04366367
3126	n13532886
5405	n10385707
11522	n01083077
8377	n03525693
4345	n04553920
7829	n12881105
8596	n03391301
11231	n07920663
4695	n03052464
6415	n01786646
324	n03609235
5701	n04466386
5784	n02342885
5709	n00482298
1019	n13875392
1618	n03459914
7795	n15075298
9793	n10386754
1536	n01514431
10830	n07827410
8067	n10352299
7381	n03651084
4710	n12482893
1284	n05514905
6093	n02146879
10455	n07508486
4510	n05720248
10265	n00266645
3033	n07317144
8579	n00607075
10813	n04273285
8147	n02920369
1461	n07707451
1026	n11517776
190	n03769722
11666	n03578251
7300	n14903339
5510	n08252211
8066	n07451687
6666	n15056541
8846	n00882961
10676	n11457496
3323	n09637013
2974	n11439690
1119	n03593526
4883	n04223299
5827	n00451370
2581	n08623927
5731	n01173660
7876	n11821929
7090	n10442815
3550	n09432060
7449	n09036452
6682	n03969041
6321	n03251766
6546	n03853291
6102	n00655727
270	n09428293
2276	n04613158
5187	n09906704
2821	n13913566
5195	n15196537
6252	n04300080
1639	n04315713
547	n09229409
8759	n08112829
7336	n03721797
10605	n07851298
9497	n12638218
4966	n03605233
8311	n02689961
43	n08569998
9926	n07751148
1167	n01240745
6164	n14524198
1708	n14947807
1106	n03923379
145	n02121620
8191	n01215902
10913	n04294212
6964	n11685512
5167	n08335886
2617	n11495041
7798	n07814925
9590	n04207343
6472	n14989820
3037	n00937656
203	n08276720
10753	n04311595
10044	n04190997
9300	n03010656
8574	n04204081
6600	n07841037
9602	n03543735
8652	n07318476
7421	n09725772
11064	n06469694
5619	n09871364
10216	n13367787
4791	n04429376
7959	n00278810
4308	n06620579
11088	n03497531
7385	n06277803
397	n04526520
6226	n04073669
2229	n03653220
3036	n07455760
5938	n15129927
1292	n03873848
10221	n08464324
3528	n03882611
2180	n03966976
7392	n03737912
230	n06892775
1406	n03871628
2522	n04673965
4798	n14877585
727	n00632017
8228	n01607429
5212	n13963970
3325	n08348815
2380	n14765785
3640	n03379051
11268	n00161243
8025	n04575824
10489	n01944118
5138	n03538406
3268	n03843092
10011	n02923802
1362	n07805594
4946	n03729826
8320	n04190376
7215	n10740482
11253	n06782019
5358	n03458422
4805	n07883251
7010	n05307091
10037	n10336411
7040	n10707233
319	n10375506
7147	n13157595
11221	n03236580
9595	n03932499
175	n10718131
3418	n03125057
10308	n04231575
6993	n14880107
10760	n00462686
11122	n03350602
9113	n05551711
8161	n04212282
10291	n10120816
799	n02317335
5508	n10224295
7676	n05723417
8602	n03018712
1425	n07699914
10412	n10008254
6154	n07529817
716	n08054076
4101	n12864160
3920	n05194578
213	n10089484
10092	n09122258
4391	n07543288
831	n04345458
276	n02484322
4355	n02807133
9186	n10471250
2149	n03206282
5079	n04788159
5538	n10487182
7281	n10575705
2947	n12620196
566	n09433839
3863	n07880751
10472	n06804097
3925	n01465593
172	n03900750
3133	n05578442
1168	n13777764
1004	n08688779
6556	n04387201
3155	n04450133
9786	n02890940
8374	n00152338
6043	n03715669
3472	n04501837
4237	n10118844
280	n09505418
6939	n03061505
1403	n04346428
11107	n09167101
7292	n04369732
3762	n04545858
1076	n14586769
2518	n05018103
1440	n01792158
1089	n08307589
1194	n03626115
993	n02789271
626	n09722658
3345	n03632189
7994	n14069057
6397	n07728181
2234	n03394480
9020	n13825080
4845	n07920052
10404	n01682714
473	n00347180
8969	n05141492
8933	n11680032
5408	n04528256
11691	n01231686
3563	n09385911
6223	n00923802
10235	n04483779
83	n06326797
3531	n02887970
2270	n01105909
8097	n04381183
8449	n07161741
1925	n01982650
1671	n09227839
4972	n14685768
6887	n04970470
2486	n04560804
8166	n04213626
11495	n06336285
5902	n04534520
4282	n07763629
9086	n06645039
4599	n03974070
7164	n03400798
1079	n07881800
2094	n08221897
3842	n02806379
155	n09772029
5507	n08187837
7388	n02209624
11262	n03599628
8357	n04981941
10462	n06687701
6417	n02586129
4676	n13894306
4636	n01899746
242	n04089976
3546	n02886599
10290	n10131016
6754	n07641699
820	n09842047
2395	n07976936
10642	n13516176
758	n02778669
5388	n04339638
7353	n13878634
1839	n10278263
10993	n09421951
10634	n01465713
11706	n00886582
2477	n03457902
9885	n06681177
3825	n09775907
6182	n01249483
8196	n00252307
3249	n06255613
5347	n04612722
9645	n00019613
8345	n08187707
9454	n10597505
11488	n11448013
1746	n05033046
1937	n10405320
4024	n07626287
1919	n10187710
11317	n04390577
9424	n04091097
2148	n10782940
3370	n10534586
4288	n04254777
8224	n07995074
9233	n01583495
3182	n09902611
2812	n09967159
8843	n10754578
20	n00031264
7079	n01104406
11665	n08656590
9069	n03197201
8485	n06424275
8583	n08190754
9202	n09916348
5448	n07854813
505	n04253437
228	n07459249
6437	n08425888
4889	n03226375
3737	n03598930
9423	n08186221
3211	n03078995
7900	n09060768
4324	n11717399
2694	n05134547
6899	n13827426
3215	n03128519
4512	n10578471
7267	n14794418
2941	n04536038
8922	n07743902
7842	n03383646
11711	n00572489
7982	n07645469
683	n03214450
7627	n09224911
6792	n07695012
1423	n01855672
9171	n12492900
2996	n10902591
5878	n00825773
10285	n06290637
9685	n00438065
5777	n09203677
2357	n02821328
589	n08573472
2137	n10339966
8459	n04607532
7672	n14126660
4562	n01017701
11096	n04357795
11214	n05397333
5247	n08277393
2136	n08222871
8206	n01857632
798	n03162940
1359	n02411705
7015	n04280845
2153	n10451263
1430	n07617188
3622	n05928118
1981	n10735984
11701	n00666350
1851	n07622708
7517	n04534895
4025	n12973937
8512	n09442341
2387	n04225729
8522	n14674143
6162	n07303839
9486	n07768423
6991	n04100620
11374	n10499857
1576	n07848338
1061	n07929519
5042	n07472929
3119	n10375314
5452	n03549473
2403	n09437454
11326	n10013927
11658	n07837362
5459	n13582013
7737	n10003782
4871	n03888257
4055	n03368141
6685	n13901858
8081	n08432345
4997	n01693783
4643	n02799175
11677	n04363210
6211	n06512099
806	n09843956
8412	n03776050
10796	n04058486
9409	n00902579
3921	n05275905
1642	n14820933
8129	n10155222
8251	n04433377
8990	n07261955
11066	n08574038
2055	n08183290
1769	n02774630
9940	n07480068
6293	n07412668
2698	n03589791
5101	n03252064
8213	n02448318
4374	n04679738
3083	n14558226
10500	n00076563
10055	n14998142
1646	n14705718
3667	n06505705
3287	n04395651
8768	n07669788
11188	n04523831
2904	n00391599
6480	n04955554
6291	n13765990
9835	n00700000
7524	n00838367
6635	n04175380
3965	n03099274
3778	n00814665
8409	n07362386
5270	n04609531
9787	n04582454
4726	n14065412
10896	n14766040
9411	n03097362
10022	n04519536
718	n08387806
5697	n09774266
2948	n02785191
8556	n00922327
11273	n06369829
5228	n07251779
8137	n07986066
6859	n04973291
2488	n07705711
1792	n04317833
7562	n07925966
6886	n15104752
1695	n02324587
1350	n07873807
60	n02403325
10045	n08230219
11484	n01162784
10850	n14925198
6671	n07924560
744	n15055181
7364	n09871229
215	n02858179
11321	n13810818
316	n03100490
8153	n13914265
948	n03351434
1294	n05558717
6864	n04971928
8734	n10735298
7050	n04127117
349	n13901321
10352	n04227618
10329	n10333601
2727	n14376188
9619	n15108087
6524	n04554998
859	n10141109
6099	n02312006
7488	n03980734
4841	n03728982
9694	n02955767
3689	n03291819
1544	n03475581
8348	n08473173
808	n14974264
3624	n02966545
10953	n13356569
10158	n03822504
6023	n05856388
10064	n01632952
4683	n05180881
5929	n04317175
9195	n10326257
5802	n07697313
9032	n02154133
11298	n07565083
9960	n10631941
2231	n02885108
5051	n03249342
9575	n14933314
11165	n02928841
10388	n07142005
2274	n03267972
5897	n07601572
4635	n05256085
10679	n04006953
1251	n10493199
8170	n03482128
11336	n08163792
3656	n06425404
5674	n03716656
637	n03163222
10924	n02262449
144	n04306847
425	n03990474
2577	n03502331
11403	n09968259
416	n04405907
8938	n05752296
1682	n04191595
1946	n02331046
5289	n12352287
11044	n09985075
2791	n05510173
4774	n02856109
7518	n08286163
1927	n07622061
9627	n08329010
1469	n05811214
9763	n04569520
10438	n01062997
5566	n09927089
9354	n08489497
6428	n10617665
10858	n02450034
7681	n08253141
2685	n04255346
9145	n07855603
10016	n04453037
2980	n08063836
1024	n08629199
4114	n06625329
5939	n05430095
8297	n04166111
1170	n13931145
4819	n14956661
11786	n14518377
8339	n08375912
10078	n02310334
6373	n04373264
4794	n03545756
7141	n07903208
7743	n09762509
5009	n09178999
6718	n14915928
5699	n07948971
5986	n04768186
10437	n11895092
8515	n11463265
1964	n02900160
3486	n04606014
6361	n10642596
11510	n08164585
9230	n06404907
952	n00002684
8238	n08910668
2141	n10450303
2601	n04674715
10164	n11335878
3446	n13371958
7046	n03535284
8304	n03274137
506	n03899768
10137	n10676018
4407	n03596099
2885	n04301000
6220	n08569482
119	n08505573
4884	n08299911
10378	n13937075
7476	n07998573
8685	n11876976
4445	n10741821
6067	n02829510
2742	n05103072
644	n04150153
10454	n00770997
6930	n06153846
6638	n04101701
9531	n00856193
2425	n04096848
10899	n09293011
2596	n04269502
1951	n10077593
6272	n07823460
5630	n01574390
10524	n00120647
1154	n09189411
884	n00552679
7211	n03480719
281	n02125311
6856	n04962784
913	n03621473
6195	n03304730
3719	n10462751
11661	n09214581
4277	n05323588
5567	n04695176
9829	n00720565
11087	n15112086
9440	n06893441
1219	n05555473
8493	n03683079
10267	n03444838
240	n08684294
9099	n00867606
7067	n12125890
2106	n10317007
10614	n04110068
11482	n11193928
8425	n01034385
4069	n07571547
2649	n04283378
453	n00251013
7685	n09622302
5524	n11249322
2152	n03449858
9112	n00345817
1332	n02159955
1987	n07655505
6404	n07710952
6840	n01256743
8438	n06721949
4368	n10398487
1612	n03586760
2246	n03360300
8573	n13754778
5786	n07664770
7416	n00923444
10215	n07646578
3329	n10009276
1855	n07647731
6918	n06947032
3765	n03836906
2542	n03043274
222	n03526062
1360	n10078806
5464	n02939565
4535	n09484465
3169	n09805324
6821	n06799897
9053	n13719922
4705	n08436759
3007	n03368352
10668	n07630089
3683	n10034906
8635	n15278825
9780	n04057215
5314	n02093428
6106	n03604311
1522	n13901423
2954	n02309337
10559	n02393580
4650	n10707804
2512	n03289025
6018	n13359690
3678	n06473563
7968	n07355491
3804	n03619396
6867	n04968895
5565	n04213353
1637	n05314919
7716	n02220804
2848	n04013729
11033	n09941964
1158	n07452074
4714	n12917338
7911	n00294868
10980	n00895501
5671	n07567139
874	n10439851
4707	n03636649
7223	n00263000
10997	n10669357
7912	n07377473
10107	n04184435
10950	n07865105
1021	n03963982
5413	n10720197
9262	n02750169
9525	n10141732
437	n03167666
75	n09411430
10906	n12548280
4780	n00887702
3993	n10291822
7498	n05817845
6933	n13923779
4811	n09313716
1505	n03876519
11227	n02823335
6709	n15094824
4307	n13918274
447	n02912065
920	n02774152
3147	n14410089
4341	n11752578
173	n02382948
1373	n01861778
7208	n13869547
10735	n10540872
9470	n10714684
5240	n07452699
6582	n05154908
625	n03837422
10932	n01950731
2645	n05656537
9643	n03208062
5119	n09428628
9664	n03585337
6770	n04127633
1679	n09466678
4343	n09439213
6114	n03138856
7022	n03975232
3148	n14426736
4699	n01915811
10397	n03861731
7349	n06209770
11648	n06821581
5478	n08270938
4524	n10193967
2757	n05023591
9011	n05039526
812	n09992238
9617	n04221424
810	n04246459
4133	n05593017
404	n09304465
10516	n06693198
11146	n03980478
11529	n08923348
9758	n09774783
2853	n00350030
9681	n13861050
7535	n09874518
11391	n03859958
9263	n13648378
4042	n07882886
10362	n03179318
3337	n00893955
9745	n10206887
2523	n14299070
10771	n03744840
1412	n03870461
7930	n00369694
3750	n07633146
8096	n13387479
8038	n04577426
9141	n13005329
5666	n02319555
2873	n03068862
10444	n00127866
910	n10568200
8333	n03843221
4719	n11545714
4533	n06878071
6947	n09362469
3368	n09637837
6782	n02729755
6483	n08439694
278	n00519492
9974	n10640446
2363	n00575741
9125	n05220306
8021	n03900509
9889	n07109196
4528	n01222666
4293	n13090594
8036	n14688500
1382	n07801007
5519	n07257815
4810	n07406765
7571	n08640392
3526	n04230093
787	n10593521
9278	n03957567
10806	n06821770
10347	n07404944
3974	n03699591
5959	n06574680
542	n03984381
4244	n00491713
3913	n01747885
2121	n08113073
226	n09386842
3008	n01036996
8562	n03802228
8592	n04059516
4888	n04197781
10748	n03407122
10763	n03436182
1316	n12110085
6717	n15032376
9620	n03014440
9851	n03746574
4427	n07123552
1123	n09886220
1146	n05017909
449	n02933462
8705	n07308889
1846	n03621049
10955	n13911517
6166	n08198137
5165	n07018931
3462	n03563200
2713	n04391569
4461	n00318735
4776	n10566072
3288	n07322769
6322	n07711683
7923	n08932568
11370	n02140049
4488	n00879759
171	n08225090
10402	n02526121
8337	n02694426
9998	n07153838
3128	n13448334
4487	n07237234
8651	n03829563
11008	n12941220
7592	n03662719
9845	n15268367
7036	n09269472
11446	n04176068
3111	n00831191
1417	n03936568
6097	n02270623
11186	n05257737
6146	n03079741
2636	n00657604
8873	n00356790
10189	n03916385
9859	n13783816
11564	n08319408
9241	n11473138
5407	n10001217
11733	n10402417
5734	n00448958
1008	n00726567
753	n07973241
6104	n07348694
10485	n09952539
11738	n00445351
10572	n11500458
8890	n06715223
7893	n14039534
1189	n05552607
4815	n07402519
7045	n10537018
3614	n00148762
676	n09282208
1124	n02935658
5694	n10131663
6870	n04966017
5624	n01874928
5788	n12136206
4866	n02897389
4263	n08230785
1064	n07927931
875	n03533972
8607	n03381231
322	n03745146
8422	n07267573
627	n03224893
7950	n00786195
7794	n10667187
6065	n10689564
11245	n09260218
4221	n08401248
8847	n07316856
992	n10506417
10569	n09548111
629	n02951843
7122	n02099712
2034	n08322981
5392	n01514859
2061	n09785891
10047	n04037964
6505	n04285008
5595	n02791124
2139	n10535881
10401	n13207094
9358	n03557840
11605	n00918820
10264	n02680337
2318	n08645847
7885	n00624553
934	n07271648
11019	n04440210
1353	n07657903
3164	n04419073
1020	n09283405
11636	n02930080
5670	n02783161
8714	n03751757
5473	n03232543
2334	n02894605
8858	n07509572
3311	n10155849
775	n07470420
9973	n03101156
8849	n13987423
4778	n14849880
5200	n07228211
3976	n03158885
3362	n09965985
10270	n14840583
5845	n00629009
1903	n07720875
8533	n03211789
10019	n02678010
9089	n00560529
8914	n07217349
8350	n15147713
10225	n10542054
6851	n03302671
3190	n05909921
4421	n04095210
10544	n04430364
7574	n03095699
10384	n09829923
11699	n02992368
11098	n06113170
11114	n03725355
665	n06581823
5266	n09645091
258	n02068974
4312	n04401828
10776	n03163973
1404	n13764639
6493	n07604182
10956	n05517145
8210	n02504770
9697	n05271383
7689	n11675537
2957	n03887603
11536	n06459016
2228	n03701640
5657	n14455700
1010	n03472535
9601	n03233123
3761	n03931765
7318	n10359117
6020	n04921417
6514	n03724417
3708	n10367819
11306	n03879456
1419	n13134947
6885	n03260206
7736	n13565781
107	n02913152
2267	n04572344
10366	n03835298
755	n03207835
9217	n01774750
10802	n02744961
830	n10709529
8546	n00626728
11642	n05845888
1464	n05418717
1028	n02391049
6788	n07618432
11020	n02101861
34	n10289039
4305	n02106662
1531	n07805006
9239	n09535622
8588	n04554406
3334	n08223802
10283	n09866473
1387	n07628870
7990	n03271765
6452	n10397482
4659	n03935335
2088	n10448983
2360	n03567066
8471	n05658826
8834	n13556509
9847	n03292210
7379	n03342015
2612	n03146075
8405	n10536416
927	n01460457
2268	n02912557
9179	n04160036
7848	n04447861
3195	n08703454
3907	n09491966
5980	n13854101
8274	n14485436
7052	n13619764
5621	n10137367
3513	n04485082
7740	n15287830
8266	n07257582
9004	n04528968
11190	n06667317
6426	n09290444
1724	n04399537
2458	n03042697
2391	n05250659
7262	n02952374
11644	n03793850
3939	n02584643
10274	n14976871
3276	n14996020
5304	n10595647
600	n09397391
5563	n08906374
7575	n03718212
1577	n07695742
2158	n03592245
1322	n01697178
5675	n03952886
5365	n08238660
5550	n14906850
2656	n00033615
9616	n06404582
9890	n07010541
8649	n07272920
3497	n04303095
5522	n03608870
10939	n09859152
7832	n02111889
3360	n09924742
4141	n10548227
3984	n00136329
11211	n13559509
2242	n02725872
4990	n03550153
11518	n08513163
1828	n07866723
9429	n07058468
3459	n03481824
3315	n05316025
9279	n04693900
10841	n14265350
3766	n03127302
3968	n10085217
346	n14456054
9097	n08154703
11309	n03235327
10065	n12651611
10381	n02705944
3105	n05584928
5743	n07946288
8769	n05198622
7910	n14035695
3284	n11485681
3569	n03167464
1025	n01902274
6003	n04061793
6573	n07930554
8134	n09360122
5529	n09492123
10335	n04425804
8655	n03412906
5023	n03252637
8269	n02794779
8289	n04973669
